epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,1767.17,1.40615,1.17477,1.2272,0.74869,0.53955,0.64325,0.3945,1.38331,1.05279,1.1814,0.000792125,0.000792125,0.000792125
39,1812.44,1.40379,1.17707,1.23209,0.72983,0.55824,0.64234,0.39889,1.35668,1.05216,1.17112,0.00077975,0.00077975,0.00077975
40,1856.23,1.38862,1.15414,1.22238,0.73426,0.56165,0.6427,0.3933,1.36616,1.06552,1.17033,0.000767375,0.000767375,0.000767375
41,1898.96,1.39013,1.15711,1.2219,0.72568,0.55633,0.63607,0.38569,1.39793,1.05773,1.18266,0.000755,0.000755,0.000755
42,1942.71,1.3905,1.14773,1.22132,0.73967,0.55586,0.64144,0.39486,1.36407,1.0543,1.17148,0.000742625,0.000742625,0.000742625
43,1986.1,1.38413,1.13085,1.21409,0.72705,0.56225,0.64646,0.39885,1.36589,1.0334,1.17227,0.00073025,0.00073025,0.00073025
44,2029.25,1.37364,1.11958,1.20374,0.73214,0.56908,0.64624,0.3958,1.36128,1.0502,1.1615,0.000717875,0.000717875,0.000717875
45,2073.57,1.36272,1.1172,1.2058,0.70019,0.57052,0.6324,0.3901,1.3682,1.06279,1.17252,0.0007055,0.0007055,0.0007055
46,2119.75,1.36593,1.10912,1.20081,0.71296,0.57003,0.64603,0.39895,1.36332,1.03944,1.16931,0.000693125,0.000693125,0.000693125
47,2162.12,1.36069,1.10285,1.19619,0.70795,0.57777,0.64905,0.39846,1.3696,1.04847,1.16336,0.00068075,0.00068075,0.00068075
48,2209.11,1.3662,1.1098,1.20196,0.72598,0.57401,0.64709,0.3972,1.37531,1.03313,1.16773,0.000668375,0.000668375,0.000668375
49,2252.19,1.35755,1.09077,1.1965,0.71924,0.58524,0.65074,0.39877,1.37162,1.03544,1.16876,0.000656,0.000656,0.000656
50,2294.19,1.34314,1.08376,1.19696,0.72356,0.56644,0.6476,0.3985,1.37604,1.03234,1.16814,0.000643625,0.000643625,0.000643625
51,2337.73,1.34073,1.07416,1.18728,0.71759,0.58024,0.65176,0.40224,1.35812,1.02043,1.15757,0.00063125,0.00063125,0.00063125
52,2380.97,1.34752,1.07551,1.19285,0.72642,0.57754,0.65432,0.40523,1.35788,1.0069,1.16521,0.000618875,0.000618875,0.000618875
53,2424.32,1.33813,1.0563,1.18071,0.72804,0.57756,0.65631,0.4081,1.35255,1.00332,1.15533,0.0006065,0.0006065,0.0006065
54,2466.91,1.34223,1.06642,1.19192,0.71737,0.59089,0.66352,0.40871,1.3543,0.9996,1.15984,0.000594125,0.000594125,0.000594125
55,2509.43,1.32932,1.05162,1.18489,0.72419,0.58522,0.66177,0.40483,1.37095,1.00113,1.16652,0.00058175,0.00058175,0.00058175
56,2551.87,1.30788,1.04466,1.17469,0.7294,0.58154,0.66001,0.40589,1.37199,1.00134,1.16569,0.000569375,0.000569375,0.000569375
57,2593.6,1.31805,1.03949,1.18197,0.73904,0.5837,0.66247,0.4102,1.34375,0.99939,1.1555,0.000557,0.000557,0.000557
58,2635.84,1.33472,1.03697,1.18098,0.74704,0.58354,0.66185,0.41052,1.36046,1.00411,1.16015,0.000544625,0.000544625,0.000544625
59,2677.79,1.31347,1.03048,1.17017,0.7329,0.59156,0.66316,0.41092,1.35331,0.99669,1.15581,0.00053225,0.00053225,0.00053225
60,2720.16,1.29467,1.01495,1.16572,0.76473,0.5746,0.67187,0.4174,1.34112,0.99381,1.14917,0.000519875,0.000519875,0.000519875
61,2762.45,1.32238,1.01862,1.1726,0.74995,0.58133,0.66734,0.41745,1.3275,0.98051,1.1482,0.0005075,0.0005075,0.0005075
62,2804.92,1.3019,1.01741,1.17023,0.73065,0.58704,0.65967,0.40852,1.35738,0.99431,1.15783,0.000495125,0.000495125,0.000495125
63,2847.25,1.29643,1.00834,1.16618,0.73531,0.58868,0.66572,0.41343,1.34311,0.98982,1.15104,0.00048275,0.00048275,0.00048275
64,2889.44,1.29613,1.00445,1.16421,0.72622,0.58141,0.6574,0.40744,1.36177,0.99722,1.15814,0.000470375,0.000470375,0.000470375
65,2931.52,1.29655,0.9969,1.16206,0.72321,0.5972,0.66678,0.41765,1.33712,0.98794,1.14789,0.000458,0.000458,0.000458
66,2973.49,1.29675,0.99434,1.15878,0.72182,0.59036,0.66255,0.41018,1.35823,0.98758,1.15721,0.000445625,0.000445625,0.000445625
67,3016.25,1.28901,0.9888,1.1559,0.73252,0.59929,0.67536,0.41905,1.34478,0.97275,1.15282,0.00043325,0.00043325,0.00043325
68,3058.1,1.26762,0.9739,1.14807,0.72784,0.59636,0.67069,0.4206,1.3405,0.96613,1.15252,0.000420875,0.000420875,0.000420875
69,3099.99,1.27877,0.97991,1.15375,0.75548,0.584,0.67227,0.41885,1.34054,0.97323,1.14878,0.0004085,0.0004085,0.0004085
70,3142.36,1.28084,0.98018,1.15091,0.74297,0.59831,0.67527,0.41952,1.34586,0.97158,1.15408,0.000396125,0.000396125,0.000396125
71,3184.13,1.26453,0.95923,1.14282,0.73788,0.60307,0.67791,0.42216,1.33401,0.96051,1.1509,0.00038375,0.00038375,0.00038375
72,3227.06,1.27777,0.97287,1.15014,0.70982,0.6091,0.67259,0.41831,1.33971,0.97589,1.1504,0.000371375,0.000371375,0.000371375
73,3268.7,1.26228,0.95681,1.14458,0.73558,0.60035,0.67617,0.41739,1.35227,0.96614,1.15446,0.000359,0.000359,0.000359
74,3311.46,1.26462,0.93984,1.14041,0.72666,0.60652,0.67646,0.42137,1.33077,0.96297,1.14819,0.000346625,0.000346625,0.000346625
75,3354.14,1.25882,0.93603,1.13465,0.74142,0.59305,0.67462,0.42082,1.33652,0.96966,1.14853,0.00033425,0.00033425,0.00033425
76,3397.26,1.25046,0.94278,1.14008,0.73932,0.59737,0.67625,0.42022,1.33238,0.96139,1.14858,0.000321875,0.000321875,0.000321875
77,3439.69,1.26196,0.94104,1.1407,0.7424,0.59444,0.67494,0.41818,1.34883,0.96895,1.15015,0.0003095,0.0003095,0.0003095
78,3487.58,1.23855,0.93121,1.13179,0.75186,0.5965,0.67771,0.42416,1.33025,0.95784,1.14482,0.000297125,0.000297125,0.000297125
79,3529.92,1.24596,0.92012,1.12976,0.74399,0.61148,0.68166,0.42344,1.34113,0.95763,1.14906,0.00028475,0.00028475,0.00028475
80,3572.02,1.24113,0.91939,1.13494,0.75119,0.60223,0.67696,0.42222,1.3344,0.95995,1.14939,0.000272375,0.000272375,0.000272375
81,3614,1.22384,0.91069,1.12841,0.78108,0.58639,0.67905,0.42532,1.33379,0.95284,1.14987,0.00026,0.00026,0.00026
82,3656.87,1.23435,0.91493,1.13198,0.76897,0.58823,0.6758,0.42014,1.34492,0.96157,1.15175,0.000247625,0.000247625,0.000247625
83,3698.4,1.23303,0.90539,1.1294,0.74387,0.60286,0.67493,0.41851,1.35701,0.96018,1.15552,0.00023525,0.00023525,0.00023525
84,3740.65,1.22795,0.91008,1.12507,0.74689,0.59997,0.6764,0.42057,1.34899,0.95565,1.15286,0.000222875,0.000222875,0.000222875
85,3783.06,1.23542,0.90783,1.12866,0.74134,0.60857,0.67818,0.42317,1.34056,0.9536,1.15017,0.0002105,0.0002105,0.0002105
86,3824.64,1.22424,0.8984,1.12713,0.732,0.60741,0.67808,0.42471,1.33621,0.95462,1.14876,0.000198125,0.000198125,0.000198125
87,3866.14,1.20918,0.88888,1.11852,0.73212,0.60668,0.67563,0.42316,1.34038,0.95441,1.14913,0.00018575,0.00018575,0.00018575
88,3908.4,1.21074,0.88878,1.11893,0.74315,0.5956,0.67642,0.42373,1.33264,0.95618,1.1504,0.000173375,0.000173375,0.000173375
89,3951.01,1.2124,0.89199,1.11946,0.73276,0.6026,0.67594,0.42348,1.33837,0.95533,1.15356,0.000161,0.000161,0.000161
90,3993.28,1.21554,0.88266,1.11748,0.75535,0.59354,0.67735,0.42364,1.34218,0.95461,1.15271,0.000148625,0.000148625,0.000148625
91,4069.19,1.19933,0.80135,1.10709,0.73669,0.60555,0.6733,0.42101,1.33607,0.95621,1.15187,0.00013625,0.00013625,0.00013625
92,4108.49,1.19398,0.79123,1.10063,0.73787,0.60367,0.6746,0.42079,1.33862,0.95998,1.15136,0.000123875,0.000123875,0.000123875
93,4148.92,1.17783,0.78191,1.0957,0.73807,0.60088,0.67584,0.42156,1.33955,0.95417,1.15101,0.0001115,0.0001115,0.0001115
94,4189.5,1.17435,0.77394,1.09434,0.73707,0.61003,0.67889,0.4241,1.33933,0.94658,1.15064,9.9125e-05,9.9125e-05,9.9125e-05
95,4229.72,1.16702,0.77038,1.08799,0.74546,0.6066,0.68015,0.4236,1.3399,0.94918,1.15113,8.675e-05,8.675e-05,8.675e-05
96,4270.3,1.16944,0.76628,1.08936,0.74159,0.60746,0.67756,0.4258,1.3323,0.94568,1.14925,7.4375e-05,7.4375e-05,7.4375e-05
97,4311.1,1.15886,0.76015,1.08824,0.73477,0.61741,0.68157,0.42682,1.33106,0.946,1.14877,6.2e-05,6.2e-05,6.2e-05
98,4351.12,1.15893,0.75924,1.08659,0.74017,0.61389,0.68063,0.42646,1.33617,0.94456,1.1508,4.9625e-05,4.9625e-05,4.9625e-05
99,4390.98,1.14888,0.75121,1.08012,0.74238,0.61162,0.68063,0.42632,1.33511,0.94442,1.14957,3.725e-05,3.725e-05,3.725e-05
100,4432.81,1.15486,0.75506,1.08436,0.74498,0.60668,0.67867,0.42592,1.33533,0.94615,1.15093,2.4875e-05,2.4875e-05,2.4875e-05
